Rank,Title,Type,Episodes,Start_Year,Score,Members
1859,Jigoku Sensei Nube,TV,49.0,1996,7.58,25883
1860,Junjou Romantica 3,TV,12.0,2015,7.58,128943
1861,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,OVA,1.0,2021,7.58,266911
1862,Kidou Keisatsu Patlabor the Movie,Movie,1.0,1989,7.58,57893
1863,Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,Movie,1.0,2016,7.58,62442
1864,Koutetsujou no Kabaneri Movie 2: Moeru Inochi,Movie,1.0,2017,7.58,60059
1865,Kuroko no Basket: Mou Ikkai Yarimasen ka,Special,1.0,2014,7.58,52602
1866,One Piece: Heroines,TV,1.0,2026,7.58,31570
1867,Prison School,TV,12.0,2015,7.58,1113789
1868,Ranma ½: Yomigaeru Kioku,OVA,2.0,1994,7.58,21886
1869,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,Movie,1.0,2018,7.58,339122
1870,Saki Achiga-hen: Episode of Side-A Specials,Special,4.0,2013,7.58,15867
1871,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,TV,48.0,1998,7.58,14019
1872,Shin Tennis no Oujisama vs. Genius 10,OVA,10.0,2014,7.58,21542
1873,Shinigami Bocchan to Kuro Maid,TV,12.0,2021,7.58,288892
1874,Sword Art Online: Alicization,TV,24.0,2018,7.58,1157902
1875,Taiho Shichau zo (TV),TV,47.0,1996,7.58,45933
1876,Tensei shitara Slime Datta Ken: Coleus no Yume,ONA,3.0,2023,7.58,111852
1877,Tensura Nikki: Tensei shitara Slime Datta Ken,TV,12.0,2021,7.58,390503
1878,Totsukuni no Shoujo (2022),OVA,1.0,2022,7.58,58694
1879,Tsubasa Chronicle 2nd Season,TV,26.0,2006,7.58,123564
1880,Undead Unluck: Winter-hen,TV,1.0,2025,7.58,35120
1881,World Trigger,TV,73.0,2014,7.58,475752
1882,Xingchen Bian: Zuizhong Ji,ONA,12.0,2026,7.58,1116
1883,Yama no Susume Second Season,TV,24.0,2014,7.58,39844
1884,Yozakura-san Chi no Daisakusen,TV,27.0,2024,7.58,173609
1885,Yuru Camp△ Season 3 Specials,Special,3.0,2024,7.58,11028
1886,Ao Haru Ride OVA,OVA,2.0,2014,7.57,160565
1887,Ao no Exorcist Movie,Movie,1.0,2012,7.57,287800
1888,Biao Ren,ONA,15.0,2023,7.57,45933
1889,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,Special,1.0,2008,7.57,44863
1890,Doraemon Movie 15: Nobita to Mugen Sankenshi,Movie,1.0,1994,7.57,9280
1891,Douluo Dalu: Jiandao Chen Xin,ONA,1.0,2025,7.57,1506
1892,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,TV,1.0,2011,7.57,55804
1893,Fairy Tail,TV,175.0,2009,7.57,1860628
1894,Fukigen na Mononokean Tsuzuki,TV,13.0,2019,7.57,59768
1895,GetBackers,TV,49.0,2002,7.57,129820
1896,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,Special,1.0,2018,7.57,9827
1897,Hokuto no Ken: Raoh Gaiden Gekitou-hen,Movie,1.0,2007,7.57,11451
1898,Hungry Heart: Wild Striker,TV,52.0,2002,7.57,26946
1899,InuYasha Movie 1: Toki wo Koeru Omoi,Movie,1.0,2001,7.57,110849
1900,Kairyuu to Yuubinyasan,ONA,1.0,1900,7.57,3169
1901,Kindaichi Shounen no Jikenbo Returns,TV,25.0,1901,7.57,20655
1902,Marriagetoxin,TV,13.0,1902,7.57,164549
1903,Momo e no Tegami,Movie,1.0,1903,7.57,91506
1904,Nige Jouzu no Wakagimi 2nd Season,TV,12.0,1904,7.57,51508
1905,Ninja to Koroshiya no Futarigurashi,TV,12.0,1905,7.57,62852
1906,Patapata Hikousen no Bouken,TV,26.0,1906,7.57,9799
1907,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,Movie,1.0,1907,7.57,335115
1908,Romeo x Juliet,TV,24.0,1908,7.57,193578
1909,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,TV,12.0,1909,7.57,148285
1910,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",TV,12.0,1910,7.57,157731
1911,Sengoku Youko: Senma Konton-hen,TV,22.0,1911,7.57,30605
1912,Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,ONA,15.0,1912,7.57,1187
1913,Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,Movie,1.0,1913,7.57,9125
1914,Soredemo Sekai wa Utsukushii,TV,12.0,1914,7.57,344087
1915,Tada-kun wa Koi wo Shinai,TV,13.0,1915,7.57,329733
1916,Totsukuni no Shoujo,OVA,1.0,1916,7.57,72172
1917,Ushio to Tora (TV),TV,26.0,1917,7.57,241471
1918,Vigilante: Boku no Hero Academia Illegals,TV,13.0,1918,7.57,184751
1919,"Yamato yo, Towa ni: Rebel 3199",Movie,,1919,7.57,5876
1920,"Yondemasu yo, Azazel-san.",OVA,4.0,1920,7.57,34146
1921,Yowamushi Pedal Movie,Movie,1.0,1921,7.57,34935
1922,Yuru Camp△ Specials,Special,3.0,1922,7.57,61806
1923,Zenshuu.,TV,12.0,1923,7.57,181737
1924,Afro Samurai Movie,Movie,1.0,1924,7.56,72008
1925,Aikatsu! Movie,Movie,1.0,1925,7.56,9307
1926,Akudama Drive,TV,12.0,1926,7.56,498881
1927,Arakawa Under the Bridge,TV,13.0,1927,7.56,376941
1928,Bai Yao Pu 2nd Season,ONA,12.0,1928,7.56,6008
1929,Bleach: Sennen Kessen-hen - Ketsubetsu-tan Recap,TV,1.0,1929,7.56,7102
1930,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,Movie,1.0,1930,7.56,6888
1931,Fairy Tail Movie 2: Dragon Cry,Movie,1.0,1931,7.56,208644
1932,Ga-Rei: Zero,TV,12.0,1932,7.56,255219
1933,Ginga Tetsudou 999 (Movie),Movie,1.0,1933,7.56,24153
1934,Gokushufudou Season 2,ONA,5.0,1934,7.56,100700
1935,Higashi no Eden: Air Communication,Movie,1.0,1935,7.56,36835
1936,InuYasha Movie 4: Guren no Houraijima,Movie,1.0,1936,7.56,100090
1937,Juan Siliang,ONA,15.0,1937,7.56,3171
1938,Konjiki no Gash Bell!!,TV,150.0,1938,7.56,139080
1939,"Lupin III: Episode 0 ""First Contact""",TV,1.0,1939,7.56,12720
1940,Mahou Sensei Negima!: Mou Hitotsu no Sekai,OVA,4.0,1940,7.56,26458
1941,Mahou Shoujo Lyrical Nanoha: Detonation,Movie,1.0,1941,7.56,11319
1942,Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,OVA,3.0,1942,7.56,84484
1943,Majo no Tabitabi,TV,12.0,1943,7.56,467104
1944,Manga de Wakaru! Fate/Grand Order,TV,1.0,1944,7.56,19980
1945,MF Ghost,TV,12.0,1945,7.56,93845
1946,"Momoko, Kaeru no Uta ga Kikoeru yo.",Movie,1.0,1946,7.56,6224
1947,NieR:Automata Ver1.1a,TV,12.0,1947,7.56,344625
1948,Noein: Mou Hitori no Kimi e,TV,24.0,1948,7.56,98480
1949,Planetarian: Chiisana Hoshi no Yume,ONA,5.0,1949,7.56,104114
1950,Ragna Crimson,TV,24.0,1950,7.56,294897
1951,Sengoku Basara Movie: The Last Party,Movie,1.0,1951,7.56,31629
1952,Senjou no Valkyria,TV,26.0,1952,7.56,138115
1953,Sword Art Online Movie: Ordinal Scale,Movie,1.0,1953,7.56,789877
1954,Tales of Vesperia: The First Strike,Movie,1.0,1954,7.56,51154
1955,Uchuu Kyoudai: Number Zero,Movie,1.0,1955,7.56,8647
1956,Watashi ni Tenshi ga Maiorita! Precious Friends,Movie,1.0,1956,7.56,26664
1957,Ya She,ONA,12.0,1957,7.56,5279
1958,Yong Sheng: Qizhuang Shanhe,ONA,16.0,1958,7.56,1992
1959,Yuru Yuri,TV,12.0,1959,7.56,356415
1960,Yuuki Bakuhatsu Bang Bravern,TV,12.0,1960,7.56,37447
1961,Aa! Megami-sama! Movie,Movie,1.0,1961,7.55,45724
1962,Aa! Megami-sama! Sorezore no Tsubasa,TV,22.0,1962,7.55,71102
1963,Aa! Megami-sama! Tatakau Tsubasa,TV,2.0,1963,7.55,29172
1964,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,OVA,3.0,1964,7.55,69558
1965,Ajin Part 2,TV,13.0,1965,7.55,315630
1966,Angel Beats! Specials,Special,2.0,1966,7.55,284124
1967,Baka to Test to Shoukanjuu: Matsuri,OVA,2.0,1967,7.55,132189
1968,Be-Bop Highschool,OVA,7.0,1968,7.55,12089
1969,Boku no Hero Academia the Movie 4: You're Next,Movie,1.0,1969,7.55,97468
1970,Byousoku 5 Centimeter,Movie,3.0,1970,7.55,1024592
1971,Chuunibyou demo Koi ga Shitai! Ren,TV,12.0,1971,7.55,807401
1972,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,Movie,1.0,1972,7.55,8514
1973,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,Movie,1.0,1973,7.55,7922
1974,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,Movie,1.0,1974,7.55,12306
1975,Durarara!!x2 Ketsu: Dufufufu!!,Special,1.0,1975,7.55,59856
1976,Gintama on Theater 2D: Baragaki-hen,Movie,1.0,1976,7.55,3919
1977,Girls & Panzer,TV,12.0,1977,7.55,340303
1978,Gugure! Kokkuri-san,TV,12.0,1978,7.55,194628
1979,Hakuouki: Hekketsuroku,TV,10.0,1979,7.55,90549
1980,Heya Camp△: Sauna to Gohan to Sanrin Bike,Special,1.0,1980,7.55,23175
1981,Hoozuki no Reitetsu 2nd Season OVA,OVA,3.0,1981,7.55,6747
1982,Initial D Battle Stage 3,OVA,1.0,1982,7.55,9837
1983,JoJo no Kimyou na Bouken,OVA,6.0,1983,7.55,155744
1984,Kami no Tou,TV,13.0,1984,7.55,1083186
1985,Kara no Kyoukai Movie 1: Fukan Fuukei,Movie,1.0,1985,7.55,459485
1986,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,Special,1.0,1986,7.55,41611
1987,Log Horizon 2nd Season,TV,25.0,1987,7.55,652360
1988,Minami-ke Okaeri,TV,13.0,1988,7.55,71030
1989,Moyashimon,TV,11.0,1989,7.55,78664
1990,Mutsu Enmei Ryuu Gaiden: Shura no Toki,TV,26.0,1990,7.55,26515
1991,New Game!,TV,12.0,1991,7.55,458354
1992,Nijuu Mensou no Musume,TV,22.0,1992,7.55,37146
1993,Nisekoi,TV,20.0,1993,7.55,1257991
1994,No.6,TV,11.0,1994,7.55,467449
1995,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,OVA,1.0,1995,7.55,137781
1996,Perrine Monogatari,TV,53.0,1996,7.55,7596
1997,Radiant 2nd Season,TV,21.0,1997,7.55,121927
1998,Re:Creators,TV,22.0,1998,7.55,547826
1999,Rising Impact,ONA,12.0,1999,7.55,23733
2000,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,1.0,2000,7.55,55763
